,first,second,label
636,['Organic Whole Milk'],"['Little Yums Spinach, Apple, and Kale Teething Wafers']",3
637,"['Little Yums Spinach, Apple, and Kale Teething Wafers']",['Organic Whole Milk'],3
638,['Organic Creamy Peanut Butter'],['Organic Whole Milk'],3
639,['Organic Whole Milk'],['Organic Creamy Peanut Butter'],3
640,['Organic Whole Milk'],['Organic Basil'],3
641,['Organic Basil'],['Organic Whole Milk'],3
642,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Whole Milk'],3
643,['Organic Whole Milk'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
644,['Organic Whole Milk'],['Organic Old Fashioned Rolled Oats'],3
645,['Organic Old Fashioned Rolled Oats'],['Organic Whole Milk'],3
646,['Sparkling Water Grapefruit'],['Organic Whole Milk'],3
647,['Organic Whole Milk'],['Sparkling Water Grapefruit'],3
648,['Organic Whole Milk'],['Organic Low Sodium Chicken Broth'],3
649,['Organic Low Sodium Chicken Broth'],['Organic Whole Milk'],3
650,['Organic Beef Hot Dogs'],['Organic Whole Milk'],3
651,['Organic Whole Milk'],['Organic Beef Hot Dogs'],3
652,['Apple and Carrot Stage 2 Baby Food'],['Organic Whole Milk'],3
653,['Organic Whole Milk'],['Apple and Carrot Stage 2 Baby Food'],3
654,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Whole Milk'],3
655,['Organic Whole Milk'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
656,['Organic Whole Milk'],['Kids Sensible Foods Broccoli Littles'],3
657,['Kids Sensible Foods Broccoli Littles'],['Organic Whole Milk'],3
658,['Stage 2 Sweet Potato Corn & Apple Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
659,['Spinach Peas & Pear Stage 2 Baby Food'],['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
660,['Pear & Mango Stage 2 Baby Food'],['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
661,['Stage 2 Sweet Potato Corn & Apple Baby Food'],['Pear & Mango Stage 2 Baby Food'],3
662,['Stage 2 Sweet Potato Corn & Apple Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
663,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
664,['Apple and Carrot Stage 2 Baby Food'],['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
665,['Stage 2 Sweet Potato Corn & Apple Baby Food'],['Apple and Carrot Stage 2 Baby Food'],3
666,['Bunched Cilantro'],['Extra Virgin Olive Oil'],3
667,['Extra Virgin Olive Oil'],['Bunched Cilantro'],3
668,['Bunched Cilantro'],['Organic Cilantro'],3
669,['Organic Cilantro'],['Bunched Cilantro'],3
670,['Bunched Cilantro'],['Grated Parmesan'],3
671,['Grated Parmesan'],['Bunched Cilantro'],3
672,['Bunched Cilantro'],['Organic Italian Parsley Bunch'],3
673,['Organic Italian Parsley Bunch'],['Bunched Cilantro'],3
674,['Bunched Cilantro'],['Spinach Peas & Pear Stage 2 Baby Food'],3
675,['Spinach Peas & Pear Stage 2 Baby Food'],['Bunched Cilantro'],3
676,['Bunched Cilantro'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
677,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Bunched Cilantro'],3
678,"['Apples, Kale & Avocados Organic Baby Food']","['Apples, Pumpkin & Carrots Organic Baby Food']",3
679,"['Apples, Pumpkin & Carrots Organic Baby Food']","['Apples, Kale & Avocados Organic Baby Food']",3
680,['Shredded Mozzarella'],['Grated Parmesan'],3
681,['Grated Parmesan'],['Shredded Mozzarella'],3
682,['Organic Stage 2 Peaches & Bananas Baby Food'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
683,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Organic Stage 2 Peaches & Bananas Baby Food'],3
684,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Extra Virgin Olive Oil'],3
685,['Extra Virgin Olive Oil'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
686,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Grated Parmesan'],3
687,['Grated Parmesan'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
688,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Organic Italian Parsley Bunch'],3
689,['Organic Italian Parsley Bunch'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
690,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
691,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
692,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],"['Organic Apples, Carrots and Parsnips Puree']",3
693,"['Organic Apples, Carrots and Parsnips Puree']",['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
694,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
695,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
696,['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
697,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic 4 Months Butternut Squash Carrots Apples + Prunes Baby Food'],3
698,['Original Hummus'],['Extra Virgin Olive Oil'],3
699,['Extra Virgin Olive Oil'],['Original Hummus'],3
700,['Original Hummus'],['Organic Cilantro'],3
701,['Organic Cilantro'],['Original Hummus'],3
702,['Original Hummus'],['Grated Parmesan'],3
703,['Grated Parmesan'],['Original Hummus'],3
704,['Original Hummus'],['Organic Italian Parsley Bunch'],3
705,['Organic Italian Parsley Bunch'],['Original Hummus'],3
706,['Original Hummus'],['Spinach Peas & Pear Stage 2 Baby Food'],3
707,['Spinach Peas & Pear Stage 2 Baby Food'],['Original Hummus'],3
708,['Original Hummus'],['Feta Cheese Crumbles'],3
709,['Feta Cheese Crumbles'],['Original Hummus'],3
710,['Original Hummus'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
711,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Original Hummus'],3
712,['Original Hummus'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
713,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Original Hummus'],3
714,['Grated Parmesan'],['Shredded Mild Cheddar Cheese'],3
715,['Shredded Mild Cheddar Cheese'],['Grated Parmesan'],3
716,['Organic Stage 2 Peaches & Bananas Baby Food'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
717,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Stage 2 Peaches & Bananas Baby Food'],3
718,['Extra Virgin Olive Oil'],['Organic Cilantro'],3
719,['Organic Cilantro'],['Extra Virgin Olive Oil'],3
720,['Extra Virgin Olive Oil'],['Grated Parmesan'],3
721,['Grated Parmesan'],['Extra Virgin Olive Oil'],3
722,['Extra Virgin Olive Oil'],['Organic Italian Parsley Bunch'],3
723,['Organic Italian Parsley Bunch'],['Extra Virgin Olive Oil'],3
724,['Extra Virgin Olive Oil'],['Spinach Peas & Pear Stage 2 Baby Food'],3
725,['Spinach Peas & Pear Stage 2 Baby Food'],['Extra Virgin Olive Oil'],3
726,['Strawberry Puffs'],['Extra Virgin Olive Oil'],3
727,['Extra Virgin Olive Oil'],['Strawberry Puffs'],3
728,['Pear & Mango Stage 2 Baby Food'],['Extra Virgin Olive Oil'],3
729,['Extra Virgin Olive Oil'],['Pear & Mango Stage 2 Baby Food'],3
730,['Kale & Spinach Superfood Puffs'],['Extra Virgin Olive Oil'],3
731,['Extra Virgin Olive Oil'],['Kale & Spinach Superfood Puffs'],3
732,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Extra Virgin Olive Oil'],3
733,['Extra Virgin Olive Oil'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
734,['Extra Virgin Olive Oil'],['Feta Cheese Crumbles'],3
735,['Feta Cheese Crumbles'],['Extra Virgin Olive Oil'],3
736,['Unsalted Butter'],['Extra Virgin Olive Oil'],3
737,['Extra Virgin Olive Oil'],['Unsalted Butter'],3
738,['Extra Virgin Olive Oil'],['Organic Basil'],3
739,['Organic Basil'],['Extra Virgin Olive Oil'],3
740,['Extra Virgin Olive Oil'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
741,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Extra Virgin Olive Oil'],3
742,['Sparkling Water Grapefruit'],['Extra Virgin Olive Oil'],3
743,['Extra Virgin Olive Oil'],['Sparkling Water Grapefruit'],3
744,['Apple and Carrot Stage 2 Baby Food'],['Extra Virgin Olive Oil'],3
745,['Extra Virgin Olive Oil'],['Apple and Carrot Stage 2 Baby Food'],3
746,['Extra Virgin Olive Oil'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
747,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Extra Virgin Olive Oil'],3
748,['Grated Parmesan'],['Organic Cilantro'],3
749,['Organic Cilantro'],['Grated Parmesan'],3
750,['Organic Cilantro'],['Organic Italian Parsley Bunch'],3
751,['Organic Italian Parsley Bunch'],['Organic Cilantro'],3
752,['Organic Cilantro'],['Spinach Peas & Pear Stage 2 Baby Food'],3
753,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Cilantro'],3
754,['Feta Cheese Crumbles'],['Organic Cilantro'],3
755,['Organic Cilantro'],['Feta Cheese Crumbles'],3
756,['Organic Garbanzo Beans'],['Organic Cilantro'],3
757,['Organic Cilantro'],['Organic Garbanzo Beans'],3
758,['Organic Cilantro'],['Organic Basil'],3
759,['Organic Basil'],['Organic Cilantro'],3
760,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Cilantro'],3
761,['Organic Cilantro'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
762,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Cilantro'],3
763,['Organic Cilantro'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
764,['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",3
765,"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],3
766,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],3
767,['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
768,['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],['Pear Kiwi & Kale Baby Food'],3
769,['Pear Kiwi & Kale Baby Food'],['Organic Fiber & Protein Pear Blueberry & Spinach Baby Food'],3
770,['Grated Parmesan'],['Organic Italian Parsley Bunch'],3
771,['Organic Italian Parsley Bunch'],['Grated Parmesan'],3
772,['Grated Parmesan'],['Spinach Peas & Pear Stage 2 Baby Food'],3
773,['Spinach Peas & Pear Stage 2 Baby Food'],['Grated Parmesan'],3
774,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Grated Parmesan'],3
775,['Grated Parmesan'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
776,['Grated Parmesan'],['Feta Cheese Crumbles'],3
777,['Feta Cheese Crumbles'],['Grated Parmesan'],3
778,['Grated Parmesan'],['Organic Sour Cream'],3
779,['Organic Sour Cream'],['Grated Parmesan'],3
780,['Unsalted Butter'],['Grated Parmesan'],3
781,['Grated Parmesan'],['Unsalted Butter'],3
782,['Grated Parmesan'],['Whipped Cream Cheese'],3
783,['Whipped Cream Cheese'],['Grated Parmesan'],3
784,['Grated Parmesan'],['Organic Basil'],3
785,['Organic Basil'],['Grated Parmesan'],3
786,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Grated Parmesan'],3
787,['Grated Parmesan'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
788,['Grated Parmesan'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
789,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Grated Parmesan'],3
790,['Grated Parmesan'],['Kids Sensible Foods Broccoli Littles'],3
791,['Kids Sensible Foods Broccoli Littles'],['Grated Parmesan'],3
792,['Organic Italian Parsley Bunch'],['Spinach Peas & Pear Stage 2 Baby Food'],3
793,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Italian Parsley Bunch'],3
794,['Organic Thyme'],['Organic Italian Parsley Bunch'],3
795,['Organic Italian Parsley Bunch'],['Organic Thyme'],3
796,['Feta Cheese Crumbles'],['Organic Italian Parsley Bunch'],3
797,['Organic Italian Parsley Bunch'],['Feta Cheese Crumbles'],3
798,['Organic Sour Cream'],['Organic Italian Parsley Bunch'],3
799,['Organic Italian Parsley Bunch'],['Organic Sour Cream'],3
800,['Organic Basil'],['Organic Italian Parsley Bunch'],3
801,['Organic Italian Parsley Bunch'],['Organic Basil'],3
802,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Italian Parsley Bunch'],3
803,['Organic Italian Parsley Bunch'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
804,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Organic Italian Parsley Bunch'],3
805,['Organic Italian Parsley Bunch'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
806,['Strawberry Puffs'],['Spinach Peas & Pear Stage 2 Baby Food'],3
807,['Spinach Peas & Pear Stage 2 Baby Food'],['Strawberry Puffs'],3
808,['Organic Stage 3 Pear Carrot Apricot Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
809,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Stage 3 Pear Carrot Apricot Baby Food'],3
810,['Pear & Mango Stage 2 Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
811,['Spinach Peas & Pear Stage 2 Baby Food'],['Pear & Mango Stage 2 Baby Food'],3
812,['Kale & Spinach Superfood Puffs'],['Spinach Peas & Pear Stage 2 Baby Food'],3
813,['Spinach Peas & Pear Stage 2 Baby Food'],['Kale & Spinach Superfood Puffs'],3
814,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
815,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
816,"['Apples, Kale & Avocados Organic Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
817,['Spinach Peas & Pear Stage 2 Baby Food'],"['Apples, Kale & Avocados Organic Baby Food']",3
818,['Pumpkin & Spinach Stage 2 Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
819,['Spinach Peas & Pear Stage 2 Baby Food'],['Pumpkin & Spinach Stage 2 Baby Food'],3
820,['Feta Cheese Crumbles'],['Spinach Peas & Pear Stage 2 Baby Food'],3
821,['Spinach Peas & Pear Stage 2 Baby Food'],['Feta Cheese Crumbles'],3
822,['Organic Garbanzo Beans'],['Spinach Peas & Pear Stage 2 Baby Food'],3
823,['Spinach Peas & Pear Stage 2 Baby Food'],['Organic Garbanzo Beans'],3
824,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Spinach Peas & Pear Stage 2 Baby Food'],3
825,['Spinach Peas & Pear Stage 2 Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
826,['Sparkling Water Grapefruit'],['Spinach Peas & Pear Stage 2 Baby Food'],3
827,['Spinach Peas & Pear Stage 2 Baby Food'],['Sparkling Water Grapefruit'],3
828,['Apple and Carrot Stage 2 Baby Food'],['Spinach Peas & Pear Stage 2 Baby Food'],3
829,['Spinach Peas & Pear Stage 2 Baby Food'],['Apple and Carrot Stage 2 Baby Food'],3
830,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Spinach Peas & Pear Stage 2 Baby Food'],3
831,['Spinach Peas & Pear Stage 2 Baby Food'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
832,['Kale & Spinach Superfood Puffs'],['Strawberry Puffs'],3
833,['Strawberry Puffs'],['Kale & Spinach Superfood Puffs'],3
834,['Strawberry Puffs'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
835,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Strawberry Puffs'],3
836,['Organic Stage 3 Pear Carrot Apricot Baby Food'],['Pumpkin & Spinach Stage 2 Baby Food'],3
837,['Pumpkin & Spinach Stage 2 Baby Food'],['Organic Stage 3 Pear Carrot Apricot Baby Food'],3
838,['Organic Stage 3 Pear Carrot Apricot Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
839,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Stage 3 Pear Carrot Apricot Baby Food'],3
840,"['Organic Apples, Carrots and Parsnips Puree']","['Organic Pears, Peas and Broccoli Puree Stage 1']",3
841,"['Organic Pears, Peas and Broccoli Puree Stage 1']","['Organic Apples, Carrots and Parsnips Puree']",3
842,['Organic Stage 4 Spinach Mango & Pear Baby Food'],"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",3
843,"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
844,"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",['Pear Kiwi & Kale Baby Food'],3
845,['Pear Kiwi & Kale Baby Food'],"['Fiber & Protein Organic Pears, Raspberries, Butternut Squash & Carrots Snack']",3
846,['Pear & Mango Stage 2 Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
847,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Pear & Mango Stage 2 Baby Food'],3
848,['Pear & Mango Stage 2 Baby Food'],['Apple and Carrot Stage 2 Baby Food'],3
849,['Apple and Carrot Stage 2 Baby Food'],['Pear & Mango Stage 2 Baby Food'],3
850,['Kale & Spinach Superfood Puffs'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
851,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Kale & Spinach Superfood Puffs'],3
852,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
853,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
854,['Organic Stage 4 Spinach Mango & Pear Baby Food'],['Pear Kiwi & Kale Baby Food'],3
855,['Pear Kiwi & Kale Baby Food'],['Organic Stage 4 Spinach Mango & Pear Baby Food'],3
856,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Apples, Kale & Avocados Organic Baby Food']",3
857,"['Apples, Kale & Avocados Organic Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
858,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Feta Cheese Crumbles'],3
859,['Feta Cheese Crumbles'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
860,['Unsalted Butter'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
861,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Unsalted Butter'],3
862,['Organic Garbanzo Beans'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
863,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Organic Garbanzo Beans'],3
864,['Sparkling Water Grapefruit'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
865,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Sparkling Water Grapefruit'],3
866,['Apple and Carrot Stage 2 Baby Food'],['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
867,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],['Apple and Carrot Stage 2 Baby Food'],3
868,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Organic Pears, Peas and Broccoli Puree Stage 1']",3
869,"['Organic Pears, Peas and Broccoli Puree Stage 1']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
870,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",['Broccoli & Apple Stage 2 Baby Food'],3
871,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Pumpkin Banana'],3
872,"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
873,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",3
874,['Baby Food Stage 2 Pumpkin Banana'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
875,['Broccoli & Apple Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",3
876,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
877,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
878,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
879,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
880,['Broccoli & Apple Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
881,['Spinach Peas & Pear Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
882,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",['Broccoli & Apple Stage 2 Baby Food'],3
883,"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
884,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']","['Peach,  Apricot & Banana Stage 2 Baby Food']",3
885,"['Peach,  Apricot & Banana Stage 2 Baby Food']","['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
886,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
887,['Broccoli & Apple Stage 2 Baby Food'],"['Peach,  Apricot & Banana Stage 2 Baby Food', 'Baby Food Stage 2 Blueberry Pear & Purple Carrot']",3
888,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",['Broccoli & Apple Stage 2 Baby Food'],3
889,"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Pumpkin Banana'],3
890,"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",['Stage 2 Sweet Potato Corn & Apple Baby Food'],3
891,['Stage 2 Sweet Potato Corn & Apple Baby Food'],"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",3
892,['Baby Food Stage 2 Pumpkin Banana'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
893,['Broccoli & Apple Stage 2 Baby Food'],"['Stage 2 Sweet Potato Corn & Apple Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",3
894,"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
895,"['Baby Food Stage 2 Pumpkin Banana', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
896,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Baby Food Stage 2 Pumpkin Banana'],3
897,['Baby Food Stage 2 Pumpkin Banana'],"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
898,['Broccoli & Apple Stage 2 Baby Food'],"['Baby Food Stage 2 Pumpkin Banana', 'Spinach Peas & Pear Stage 2 Baby Food']",3
899,['Spinach Peas & Pear Stage 2 Baby Food'],"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",3
900,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Baby Food Stage 2 Pumpkin Banana']",['Broccoli & Apple Stage 2 Baby Food'],3
901,"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Pumpkin Banana'],3
902,"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],3
903,['Baby Food Stage 2 Blueberry Pear & Purple Carrot'],"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",3
904,['Baby Food Stage 2 Pumpkin Banana'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Broccoli & Apple Stage 2 Baby Food']",3
905,['Broccoli & Apple Stage 2 Baby Food'],"['Baby Food Stage 2 Blueberry Pear & Purple Carrot', 'Baby Food Stage 2 Pumpkin Banana']",3
906,"['Apple and Carrot Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",['Broccoli & Apple Stage 2 Baby Food'],3
907,"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Baby Food Stage 2 Pumpkin Banana'],3
908,"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",['Apple and Carrot Stage 2 Baby Food'],3
909,['Apple and Carrot Stage 2 Baby Food'],"['Baby Food Stage 2 Pumpkin Banana', 'Broccoli & Apple Stage 2 Baby Food']",3
910,['Baby Food Stage 2 Pumpkin Banana'],"['Apple and Carrot Stage 2 Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",3
911,['Broccoli & Apple Stage 2 Baby Food'],"['Apple and Carrot Stage 2 Baby Food', 'Baby Food Stage 2 Pumpkin Banana']",3
912,"['Happy Baby Spinach, Mango, and Pear Baby Food', 'Broccoli & Apple Stage 2 Baby Food']",['Spinach Peas & Pear Stage 2 Baby Food'],3
913,"['Happy Baby Spinach, Mango, and Pear Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",['Broccoli & Apple Stage 2 Baby Food'],3
914,"['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']","['Happy Baby Spinach, Mango, and Pear Baby Food']",3
915,"['Happy Baby Spinach, Mango, and Pear Baby Food']","['Broccoli & Apple Stage 2 Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
916,['Broccoli & Apple Stage 2 Baby Food'],"['Happy Baby Spinach, Mango, and Pear Baby Food', 'Spinach Peas & Pear Stage 2 Baby Food']",3
